drg_code,drg_field,drg_desc,average_covered_charges,average_medicare_payments,average_total_payments,provider_city,provider_name,provider_state,provider_zip_code,charge_gap,medicare_gap,overcharge_%,uncovered_%,vbp_score
375,Diseases & Disorders of the Digestive System,DIGESTIVE MALIGNANCY W CC,57764.63158,4497.368421,8995.473684,PITTSBURGH,UPMC PASSAVANT,PA,15237,48769.15789599999,4498.105263,0.8442736768511732,0.500040956264555,39.9
378,Diseases & Disorders of the Digestive System,G.I. HEMORRHAGE W CC,32271.65753,4306.863014000001,5521.123288000002,PITTSBURGH,UPMC PASSAVANT,PA,15237,26750.534241999998,1214.2602740000002,0.8289172694997919,0.21992993285246126,39.9
379,Diseases & Disorders of the Digestive System,G.I. HEMORRHAGE W/O CC/MCC,18269.3125,2504.875,3779.6875,PITTSBURGH,UPMC PASSAVANT,PA,15237,14489.625,1274.8125,0.7931127676534079,0.33727986771393137,39.9
389,Diseases & Disorders of the Digestive System,G.I. OBSTRUCTION W CC,29485.48387,3257.096774,5195.935484000001,PITTSBURGH,UPMC PASSAVANT,PA,15237,24289.548386000002,1938.838710000001,0.8237798807403461,0.37314526247878266,39.9
390,Diseases & Disorders of the Digestive System,G.I. OBSTRUCTION W/O CC/MCC,19128.4375,1981.0625,3230.75,PITTSBURGH,UPMC PASSAVANT,PA,15237,15897.6875,1249.6875,0.8311022528630475,0.3868103381567747,39.9
392,Diseases & Disorders of the Digestive System,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",25380.55372,2895.173554,4094.247934,PITTSBURGH,UPMC PASSAVANT,PA,15237,21286.305786,1199.0743800000005,0.8386856339239868,0.2928680430030841,39.9
394,Diseases & Disorders of the Digestive System,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,39599.45161,4211.258065,5086.548387,PITTSBURGH,UPMC PASSAVANT,PA,15237,34512.903223,875.2903219999997,0.8715500296040589,0.17207942506494825,39.9
395,Diseases & Disorders of the Digestive System,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,24928.8125,2058.6875,4184.625,PITTSBURGH,UPMC PASSAVANT,PA,15237,20744.1875,2125.9375,0.8321370101363633,0.5080353675657915,39.9
418,Diseases & Disorders of the Hepatobiliary System & Pancreas,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,51430.625,7400.6875,9090.4375,PITTSBURGH,UPMC PASSAVANT,PA,15237,42340.1875,1689.75,0.8232485508391157,0.18588214263614924,39.9
439,Diseases & Disorders of the Hepatobiliary System & Pancreas,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,39517.5,3949.611111,4733.5,PITTSBURGH,UPMC PASSAVANT,PA,15237,34784.0,783.8888889999997,0.8802176251028025,0.16560449751769302,39.9
460,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,SPINAL FUSION EXCEPT CERVICAL W/O MCC,109520.5957,18423.87234,22485.2766,PITTSBURGH,UPMC PASSAVANT,PA,15237,87035.31910000001,4061.404259999999,0.7946936240048227,0.18062505221750305,39.9
470,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,62601.26554,9331.259887,11410.53107,PITTSBURGH,UPMC PASSAVANT,PA,15237,51190.73447,2079.2711830000007,0.8177268307346106,0.18222387461585526,39.9
472,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,CERVICAL SPINAL FUSION W CC,83883.19047999999,14532.61905,15749.14286,PITTSBURGH,UPMC PASSAVANT,PA,15237,68134.04762,1216.5238100000004,0.8122491196403049,0.07724381071491535,39.9
481,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,55526.93939,9569.848485,10644.27273,PITTSBURGH,UPMC PASSAVANT,PA,15237,44882.66666,1074.424245000002,0.8083043501598621,0.10093918788569052,39.9
482,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,44238.76923,7689.076923,8836.461539,PITTSBURGH,UPMC PASSAVANT,PA,15237,35402.307690999995,1147.3846159999996,0.8002552581637452,0.12984661461332472,39.9
483,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,72512.75,10608.0,13756.15625,PITTSBURGH,UPMC PASSAVANT,PA,15237,58756.59375,3148.15625,0.8102932760100809,0.2288543538461189,39.9
493,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",61144.38889,9333.944444,11246.44444,PITTSBURGH,UPMC PASSAVANT,PA,15237,49897.94445,1912.4999960000007,0.8160674324469481,0.17005374509279134,39.9
494,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",52464.66667,6990.333333,8947.5,PITTSBURGH,UPMC PASSAVANT,PA,15237,43517.16667,1957.1666670000006,0.8294566502008046,0.2187389401508802,39.9
516,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,53695.35714,8877.071429000001,11597.5,PITTSBURGH,UPMC PASSAVANT,PA,15237,42097.85714,2720.4285709999986,0.7840129832871431,0.2345702583315369,39.9
517,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,40538.80952,8333.619048,9662.714286,PITTSBURGH,UPMC PASSAVANT,PA,15237,30876.095233999997,1329.095238,0.7616428701185006,0.13754885000849956,39.9
519,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,BACK & NECK PROC EXC SPINAL FUSION W CC,45818.4375,7665.375,8743.1875,PITTSBURGH,UPMC PASSAVANT,PA,15237,37075.25,1077.8125,0.8091775281511946,0.1232745494706593,39.9
520,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,39471.45,5067.95,6765.9,PITTSBURGH,UPMC PASSAVANT,PA,15237,32705.55,1697.9499999999996,0.8285874980523897,0.2509570049808599,39.9
536,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,FRACTURES OF HIP & PELVIS W/O MCC,15101.6875,2516.1875,3602.0625,PITTSBURGH,UPMC PASSAVANT,PA,15237,11499.625,1085.875,0.7614794704234212,0.3014592334252945,39.9
543,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,28009.83333,4697.5,5390.666667,PITTSBURGH,UPMC PASSAVANT,PA,15237,22619.166663,693.1666670000003,0.8075437792331911,0.12858644576251638,39.9
552,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MEDICAL BACK PROBLEMS W/O MCC,20854.91667,3557.716667,4823.5,PITTSBURGH,UPMC PASSAVANT,PA,15237,16031.41667,1265.783333,0.7687116148040691,0.26242009598839017,39.9
554,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,BONE DISEASES & ARTHROPATHIES W/O MCC,18278.84211,2905.421053,3974.842105,PITTSBURGH,UPMC PASSAVANT,PA,15237,14304.000004999998,1069.4210519999997,0.7825440976468941,0.26904742974689805,39.9
556,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,23073.23529,3229.588235,4015.470588,PITTSBURGH,UPMC PASSAVANT,PA,15237,19057.764702,785.8823530000001,0.8259684635669488,0.19571363698904026,39.9
563,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",19273.85714,3210.0857140000007,4211.914286,PITTSBURGH,UPMC PASSAVANT,PA,15237,15061.942853999999,1001.828572,0.7814700889704738,0.2378558783425347,39.9
603,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",CELLULITIS W/O MCC,21442.37705,3269.868853,4797.508197,PITTSBURGH,UPMC PASSAVANT,PA,15237,16644.868853,1527.6393440000004,0.7762604311167077,0.3184234984643217,39.9
605,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast","TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",24580.46667,3352.266667000001,4436.8,PITTSBURGH,UPMC PASSAVANT,PA,15237,20143.66667,1084.533333,0.8194989517666469,0.2444404374774612,39.9
638,"Endocrine, Nutritional & Metabolic Diseases & Disorders",DIABETES W CC,17085.74194,3261.83871,4906.322581,PITTSBURGH,UPMC PASSAVANT,PA,15237,12179.419359,1644.4838710000006,0.7128411163981329,0.33517646747654817,39.9
641,"Endocrine, Nutritional & Metabolic Diseases & Disorders","MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",20750.15,2810.525,4011.1,PITTSBURGH,UPMC PASSAVANT,PA,15237,16739.050000000007,1200.5749999999996,0.8066953732864582,0.2993131559921218,39.9
644,"Endocrine, Nutritional & Metabolic Diseases & Disorders",ENDOCRINE DISORDERS W CC,27796.538460000003,4267.692308,5523.923077,PITTSBURGH,UPMC PASSAVANT,PA,15237,22272.615383000004,1256.2307690000007,0.8012729863846507,0.2274164124823856,39.9
669,Diseases & Disorders of the Kidney & Urinary Tract,TRANSURETHRAL PROCEDURES W CC,35683.33333,5834.75,7054.083333,PITTSBURGH,UPMC PASSAVANT,PA,15237,28629.249997000006,1219.3333329999996,0.8023143390847561,0.17285496576086445,39.9
683,Diseases & Disorders of the Kidney & Urinary Tract,RENAL FAILURE W CC,23044.25714,3916.785714,4856.428571,PITTSBURGH,UPMC PASSAVANT,PA,15237,18187.828569,939.6428570000003,0.7892564493836403,0.19348433591941328,39.9
690,Diseases & Disorders of the Kidney & Urinary Tract,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,21588.77778,3020.59596,4175.767677000002,PITTSBURGH,UPMC PASSAVANT,PA,15237,17413.010103,1155.1717170000004,0.8065769299423492,0.2766369698588958,39.9
694,Diseases & Disorders of the Kidney & Urinary Tract,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,26294.75,2792.416667,4009.0,PITTSBURGH,UPMC PASSAVANT,PA,15237,22285.75,1216.583333,0.8475361051160403,0.3034630414068346,39.9
699,Diseases & Disorders of the Kidney & Urinary Tract,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,26624.86364,4645.954546,5401.272727000001,PITTSBURGH,UPMC PASSAVANT,PA,15237,21223.590913,755.3181810000004,0.7971342576611221,0.13984077812332998,39.9
812,"Diseases & Disorders of Blood, Blood Forming Organs, Immunologic Disorders",RED BLOOD CELL DISORDERS W/O MCC,23454.55556,3634.222222,4681.481482,PITTSBURGH,UPMC PASSAVANT,PA,15237,18773.074078,1047.2592600000003,0.8004020383151529,0.22370253177902036,39.9
872,"Infectious & Parasitic Diseases, Systemic or Unspecified Sites",SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,41224.38235,4506.470588,5554.176471,PITTSBURGH,UPMC PASSAVANT,PA,15237,35670.205879,1047.7058829999996,0.8652696255375188,0.18863388451382168,39.9
65,Diseases & Disorders of the Nervous System,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,17662.32258,5192.483871,6365.258065,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,11297.064515,1172.7741939999996,0.6396137576941481,0.1842461345673657,40.2
66,Diseases & Disorders of the Nervous System,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,15186.09091,3302.181818,4997.818182,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,10188.272728,1695.636364,0.6708950175776341,0.3392753202001137,40.2
69,Diseases & Disorders of the Nervous System,TRANSIENT ISCHEMIA,14875.07692,3551.076923,4768.384615,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,10106.692305,1217.3076920000005,0.6794379860591673,0.2552872283352924,40.2
71,Diseases & Disorders of the Nervous System,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,17397.14286,5051.0,6058.904762,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,11338.238098,1007.904762,0.6517298954915864,0.16635098282470745,40.2
101,Diseases & Disorders of the Nervous System,SEIZURES W/O MCC,12774.07692,3947.307692,5107.384615,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,7666.692305,1160.0769229999996,0.6001758368149861,0.2271371769404133,40.2
189,Diseases & Disorders of the Respiratory System,PULMONARY EDEMA & RESPIRATORY FAILURE,22800.86022,6360.892473,7437.494623999999,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,15363.365596000001,1076.6021509999991,0.6738064023796729,0.14475333501767104,40.2
191,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,20680.56667,4681.666667,5743.8,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,14936.766669999999,1062.1333329999998,0.7222609954720356,0.18491823061387927,40.2
192,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,17717.818180000002,3512.454546,4769.863636,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,12947.954544000002,1257.40909,0.7307871890578347,0.263615311873876,40.2
194,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W CC,18192.125,4873.0625,5899.96875,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,12292.15625,1026.90625,0.6756855644956266,0.1740528286696434,40.2
195,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,17380.84615,3287.923077,4403.769231,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,12977.076919,1115.8461540000003,0.7466309066316659,0.25338433861272425,40.2
208,Diseases & Disorders of the Respiratory System,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,36446.5,10971.57143,13218.71429,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,23227.78571,2247.14286,0.6373118326862661,0.1699970822200137,40.2
234,Diseases & Disorders of the Circulatory System,CORONARY BYPASS W CARDIAC CATH W/O MCC,67904.30769,19378.61539,24891.61539,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,43012.6923,5513.0,0.6334309819689733,0.22148020181184394,40.2
244,Diseases & Disorders of the Circulatory System,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,48657.30769,11174.76923,12382.61539,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,36274.6923,1207.846160000001,0.745513757791723,0.09754370316431196,40.2
247,Diseases & Disorders of the Circulatory System,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,53604.5,10556.35,12907.65,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,40696.85,2351.2999999999993,0.7592058502551091,0.18216329076168006,40.2
281,Diseases & Disorders of the Circulatory System,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",22875.41177,5000.647059000001,6081.705882,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,16793.705887999997,1081.0588229999994,0.7341378619476541,0.17775585402766758,40.2
287,Diseases & Disorders of the Circulatory System,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",22782.36842,6132.578947,7033.3157900000015,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,15749.052629999998,900.7368430000006,0.6912825014353797,0.12806716915521868,40.2
292,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W CC,18282.17241,4777.793103,5933.241379,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,12348.931031,1155.448276,0.6754630004607861,0.1947414915714657,40.2
293,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W/O CC/MCC,12077.06667,3635.6,4341.666667,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,7735.400003,706.0666670000005,0.6405032127722782,0.16262571983396354,40.2
309,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,14105.081080000002,4042.243243,4968.810811,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,9136.270269,926.5675680000003,0.6477290146140726,0.18647672516505487,40.2
310,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,9971.108696,2738.152174,3881.847826,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,6089.26087,1143.695652,0.6106904513479792,0.29462660651963435,40.2
312,Diseases & Disorders of the Circulatory System,SYNCOPE & COLLAPSE,14476.72,3957.76,4954.84,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,9521.88,997.08,0.6577373880271221,0.20123354134543192,40.2
313,Diseases & Disorders of the Circulatory System,CHEST PAIN,12838.78261,3294.304348,4525.869565,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,8312.913045000001,1231.5652169999996,0.6474845238461437,0.27211681629627343,40.2
330,Diseases & Disorders of the Digestive System,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,39216.76923,13432.0,14552.769230000002,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,24664.0,1120.7692300000017,0.6289146322928754,0.07701415533268932,40.2
372,Diseases & Disorders of the Digestive System,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,17609.46154,5676.615385,6389.692308,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,11219.769231999999,713.0769229999997,0.6371443673342441,0.11159800638713316,40.2
378,Diseases & Disorders of the Digestive System,G.I. HEMORRHAGE W CC,15773.72222,4708.833333,6120.972222,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,9652.749998000001,1412.1388890000005,0.6119513113880611,0.2307049987785422,40.2
390,Diseases & Disorders of the Digestive System,G.I. OBSTRUCTION W/O CC/MCC,9407.0,2813.571429,4032.071429,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,5374.928571,1218.5,0.5713754194748591,0.302201987602735,40.2
392,Diseases & Disorders of the Digestive System,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",11897.77049,3667.262295,4782.42623,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,7115.344260000002,1115.1639349999996,0.5980401341562608,0.23317953719905046,40.2
470,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,23030.53769,9831.809045,11901.98995,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,11128.547740000002,2070.1809049999993,0.4832083336392135,0.17393569593797206,40.2
481,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,24224.82353,10397.05882,11482.47059,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,12742.35294,1085.4117700000006,0.5260039531028938,0.09452772044940204,40.2
536,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,FRACTURES OF HIP & PELVIS W/O MCC,11896.71429,3585.428571,4689.428571,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,7207.285718999998,1104.0000000000002,0.6058215355359265,0.2354231402152645,40.2
552,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MEDICAL BACK PROBLEMS W/O MCC,18192.28571,4539.666667,5494.333333,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,12697.952377,954.6666659999993,0.6979855406525496,0.17375477753890387,40.2
603,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",CELLULITIS W/O MCC,11147.97619,4078.238095,5235.928571,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,5912.047619000001,1157.6904760000002,0.5303247439928377,0.22110509345220025,40.2
638,"Endocrine, Nutritional & Metabolic Diseases & Disorders",DIABETES W CC,14445.85714,3768.0,5355.476191,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,9090.380949,1587.4761909999993,0.6292725215888436,0.2964211088582169,40.2
683,Diseases & Disorders of the Kidney & Urinary Tract,RENAL FAILURE W CC,15447.74359,4534.923077,5604.846154,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,9842.897436,1069.9230769999997,0.6371737968496407,0.1908924968861865,40.2
690,Diseases & Disorders of the Kidney & Urinary Tract,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,11916.31818,3698.636364,4865.659091,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,7050.659089000002,1167.0227269999996,0.5916810026803094,0.2398488478485144,40.2
699,Diseases & Disorders of the Kidney & Urinary Tract,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,14075.46154,5558.846154,6373.538462,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,7701.923078000002,814.6923079999997,0.5471879594223239,0.12782417692421855,40.2
812,"Diseases & Disorders of Blood, Blood Forming Organs, Immunologic Disorders",RED BLOOD CELL DISORDERS W/O MCC,20749.04762,4323.095238,5601.428571,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,15147.619048999995,1278.3333330000005,0.7300392445193106,0.2282155912186853,40.2
872,"Infectious & Parasitic Diseases, Systemic or Unspecified Sites",SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,16103.18919,5280.189189,6244.594595000001,GREENSBURG,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,15601,9858.594595,964.4054060000008,0.6122137968249257,0.15443843332474982,40.2
65,Diseases & Disorders of the Nervous System,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,17981.1875,4252.8125,5481.3125,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,12499.875,1228.5,0.6951640429754709,0.22412515250681286,42.1
189,Diseases & Disorders of the Respiratory System,PULMONARY EDEMA & RESPIRATORY FAILURE,16108.13333,5654.333333,6705.266667,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,9402.866662999999,1050.9333340000003,0.5837340969538648,0.15673251880826358,42.1
191,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,17808.16129,3877.709677,5186.806452000002,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,12621.354838,1309.0967750000004,0.7087399216834025,0.2523897483190684,42.1
192,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10438.13333,2955.2,4109.733333,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,6328.3999969999995,1154.5333330000005,0.6062769842967699,0.2809265807417292,42.1
194,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W CC,16688.55172,3957.275862,5179.62069,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,11508.93103,1222.3448280000002,0.6896303060383241,0.23599118567888805,42.1
208,Diseases & Disorders of the Respiratory System,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,36072.13333,10802.26667,12857.93333,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,23214.200000000004,2055.666659999999,0.6435494066189182,0.1598753553344174,42.1
247,Diseases & Disorders of the Circulatory System,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,55724.875,10282.375,11593.125,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,44131.75,1310.75,0.7919578105827962,0.11306269879777885,42.1
292,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W CC,16253.08824,4235.617647,5366.735294,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,10886.352945999999,1131.117647,0.6698021191571406,0.2107645682216873,42.1
293,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W/O CC/MCC,12619.77778,3029.166667,3828.722222,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,8791.055558,799.5555549999998,0.6966093786478703,0.20883091241399546,42.1
309,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,14587.071430000002,3571.714286,4505.071429,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,10082.000001000002,933.3571429999997,0.6911599802181815,0.20717921074276485,42.1
310,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,10181.90909,2269.727273,3338.818182,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,6843.090908000001,1069.090909,0.672083284923535,0.3202003974830397,42.1
312,Diseases & Disorders of the Circulatory System,SYNCOPE & COLLAPSE,16087.5,3353.5,4417.5,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,11670.0,1064.0,0.7254079254079254,0.24086021505376345,42.1
330,Diseases & Disorders of the Digestive System,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,70705.33333,12812.5,16327.33333,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,54377.99999999999,3514.8333300000013,0.7690791831247562,0.21527295725272005,42.1
378,Diseases & Disorders of the Digestive System,G.I. HEMORRHAGE W CC,22075.38889,4377.555556,5336.555556,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,16738.833334000006,959.0,0.7582576876633226,0.1797039288613376,42.1
392,Diseases & Disorders of the Digestive System,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",13595.08696,3039.0,4335.478261,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,9259.608699,1296.4782610000002,0.6810996300534145,0.2990392715522372,42.1
470,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,44500.63415,9369.487805,11566.2561,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,32934.37805,2196.7682950000017,0.740087836478618,0.18992907264088693,42.1
481,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,47318.0,9997.111111,10944.44444,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,36373.55556,947.3333290000011,0.768704416078448,0.08655837527372938,42.1
603,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",CELLULITIS W/O MCC,12522.91429,3711.4,4756.2,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,7766.714290000001,1044.7999999999997,0.6202002273705572,0.21967116605693612,42.1
683,Diseases & Disorders of the Kidney & Urinary Tract,RENAL FAILURE W CC,15860.54546,4331.272727000001,5162.363636,MONONGAHELA,MONONGAHELA VALLEY HOSPITAL,PA,15063,10698.181824,831.0909089999997,0.6745153784893851,0.16099038494776804,42.1
